Molecular Weight,AlogP,Smiles,IC50_nM,pChEMBL Value,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI
422.8,3.49,C[C@@H]1c2nnn(-c3cnccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,19230.9,4.72,11.15,0.22,1.23,6.14
406.25,3.7,C[C@H]1Cc2c(nnn2-c2cc(F)ccn2)CN1C(=O)c1cccc(Cl)c1Cl,2618.2,5.58,13.74,0.28,1.88,8.73
388.35,2.8,C[C@H]1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1cccc(C(F)(F)F)c1,6039.5,5.22,13.44,0.25,2.42,6.8
435.84,4.4,Cc1cccc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)[C@H]3C)n1,10.2,7.99,18.34,0.36,3.59,12.5
449.86,4.71,Cc1cc(C)nc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)C3C)c1,20230.2,4.69,10.43,0.21,-0.02,7.34
424.81,3.81,C[C@@H]1c2nnn(-c3ccn[nH]3)c2C[C@H](C)N1C(=O)c1cccc(C(F)(F)F)c1Cl,2.6,8.59,20.21,0.4,4.78,10.77
406.8,4.34,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(-c3cccnc3)n[nH]c2C1,178.6,6.75,16.59,0.33,2.41,10.91
407.78,3.74,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(-c3cnccn3)n[nH]c2C1,2290.9,5.64,13.83,0.28,1.9,7.54
436.83,3.8,Cc1cncc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)C3C)n1,9109.6,5.04,11.54,0.23,1.24,6.56
406.34,2.8,C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1cccc(C(F)(F)F)c1,5649.4,5.25,12.92,0.25,2.45,6.83
457.35,5.25,O=C(c1cccc(C(F)(F)F)c1F)N1CCc2c(nc(C(F)(F)F)n2-c2ccccc2)C1,219.8,6.66,14.56,0.28,1.41,17.46
484.87,4.52,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(nnn2-c2cnccn2)C1c1ccccc1,6.3,8.2,16.91,0.33,3.68,10.68
440.79,3.46,C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,3.7,8.43,19.13,0.38,4.97,10.98
420.37,3.11,Cc1c(C(=O)N2Cc3nnn(-c4ncc(F)cn4)c3C[C@@H]2C)cccc1C(F)(F)F,20.0,7.7,18.31,0.35,4.59,10.02
425.77,3.67,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(nnn2-c2cccc(F)n2)C1,1380.4,5.86,13.76,0.28,2.19,9.17
374.23,3.37,O=C(c1cccc(Cl)c1Cl)N1CCc2c(ncnc2-c2cn[nH]c2)C1,12473.8,4.9,13.1,0.27,1.53,6.56
448.84,3.84,O=C1c2nnc(-c3ncccn3)n2C[C@@H](C2CC2)N1Cc1cccc(C(F)(F)F)c1Cl,396.3,6.4,14.26,0.28,2.56,8.34
411.77,3.65,C[C@H]1Cn2c(nnc2-c2cocn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,1584.9,5.8,14.09,0.28,2.15,7.53
421.23,4.32,O=C(c1ccc(F)c(Cl)c1Cl)N1CCc2c(ncnc2-c2cccc(F)n2)C1,1064.1,5.97,14.18,0.29,1.65,10.13
365.41,3.21,Cc1nc2c(c(-c3ccn[nH]3)n1)CC(C)N(C(=O)c1ccc(F)cc1C)C2,2218.2,5.65,15.47,0.29,2.44,7.56
420.28,4.21,Cc1nc2c(c(-c3ccn[nH]3)n1)CC(C)N(C(=O)c1ccc(Cl)c(F)c1Cl)C2,12.4,7.91,18.81,0.39,3.7,10.57
433.82,4.37,O=C(c1cccc(C(F)(F)F)c1Cl)N1[C@H]2CC[C@@H]1c1nnc(-c3ccccn3)n1C2,1584.9,5.8,13.37,0.26,1.43,9.08
420.82,4.7,C[C@@H]1c2ncn(-c3ccccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,116.4,6.93,16.48,0.33,2.23,13.59
424.33,2.94,C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1cccc(C(F)(F)F)c1F,5.9,8.23,19.39,0.37,5.29,10.72
367.84,3.42,Cc1nc2c(c(-c3ccn[nH]3)n1)CC(C)N(C(=O)c1ccccc1Cl)C2,13995.9,4.85,13.2,0.25,1.43,6.49
436.83,3.76,Cc1cnc(-c2nnc3n2C[C@H](C)N(Cc2cccc(C(F)(F)F)c2Cl)C3=O)cn1,3162.3,5.5,12.59,0.25,1.74,7.16
406.25,4.07,C[C@H]1c2ncnc(-c3ccn[nH]3)c2CCN1C(=O)c1ccc(F)c(Cl)c1Cl,1510.1,5.82,14.33,0.29,1.75,7.79
422.8,3.32,Nc1nc2c(c(-c3ccn[nH]3)n1)CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,117.2,6.93,16.39,0.33,3.61,6.88
421.81,4.05,Cc1nc2c(c(-c3ccn[nH]3)n1)CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,1106.6,5.96,14.12,0.28,1.91,7.97
446.86,5.07,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCn2c(C3CC3)nnc2[C@H]1c1ccccc1,17.0,7.77,17.39,0.34,2.7,15.23
415.42,4.09,Cc1nc2c(c(-c3ccn[nH]3)n1)CC(C)N(C(=O)c1cccc(C(F)(F)F)c1C)C2,20.0,7.7,18.53,0.35,3.61,10.3
419.25,3.54,O=C(c1ccc(F)c(Cl)c1Cl)N1[C@H]2CC[C@@H]1c1nnc(-c3cnccn3)n1C2,1923.1,5.72,13.63,0.28,2.18,7.44
388.26,3.68,Cc1nc2c(c(-c3ccn[nH]3)n1)CCN(C(=O)c1cccc(Cl)c1Cl)C2,2016.0,5.7,14.67,0.3,2.02,7.62
453.88,4.74,Cc1nc(-c2nnc3n2C[C@@H]2CC[C@H]3N2C(=O)c2cccc(C(F)(F)F)c2Cl)cs1,5970.4,5.22,11.51,0.24,0.48,8.17
424.81,3.69,Cc1cc(-c2nnc3n2C[C@H](C)N(Cc2cccc(C(F)(F)F)c2Cl)C3=O)n[nH]1,375.0,6.43,15.13,0.3,2.74,8.06
399.38,3.46,Cc1c(C(=O)N2CCc3c(ncnc3-c3cnccn3)C2)cccc1C(F)(F)F,6309.6,5.2,13.02,0.24,1.74,7.24
386.28,4.59,Cn1nc2c(c1-c1ccccc1)CCN(C(=O)c1cccc(Cl)c1Cl)C2,5936.1,5.23,13.53,0.27,0.64,13.71
386.28,4.59,Cn1nc(-c2ccccc2)c2c1CN(C(=O)c1cccc(Cl)c1Cl)CC2,8356.0,5.08,13.15,0.27,0.49,13.32
373.24,3.98,O=C(c1ccnc(Cl)c1Cl)N1CCc2c(-c3ccccc3)n[nH]c2C1,1608.8,5.79,15.52,0.32,1.81,9.36
437.82,5.1,Cn1nc2c(c1-c1ccc(F)cc1)CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,1258.9,5.9,13.48,0.27,0.8,15.47
421.81,3.92,C[C@H]1Cc2c(nnn2-c2ccccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,1737.8,5.76,13.66,0.27,1.84,9.01
436.82,4.15,COc1ccccc1-n1nnc2c1CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,1258.9,5.9,13.51,0.27,1.75,9.79
406.8,4.14,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(nnn2-c2ccccc2)C1,1399.6,5.85,14.39,0.29,1.71,11.47
387.27,3.99,Cn1nc2c(c1-c1cccnc1)CCN(C(=O)c1cccc(Cl)c1Cl)C2,1584.9,5.8,14.98,0.3,1.81,11.37
406.25,3.7,CC1Cc2c(nnn2-c2ccccn2)CN1C(=O)c1ccc(F)c(Cl)c1Cl,6.5,8.19,20.15,0.41,4.49,12.81
357.78,2.65,O=C(c1ccc(Cl)cc1F)N1CCc2c(nnn2-c2ccccn2)C1,3349.7,5.47,15.3,0.3,2.82,8.57
406.25,3.87,C[C@H]1c2nnn(-c3ccccn3)c2CCN1C(=O)c1ccc(F)c(Cl)c1Cl,143.2,6.84,16.85,0.35,2.97,10.71
389.29,4.18,Clc1cccc(-n2ncnc2NCc2cccnc2N2CCCC2)c1Cl,25.12,7.6,19.52,0.4,3.42,12.91
440.25,5.4,O=C(c1cccc(Cl)c1Cl)N1CCc2c(nc(C(F)(F)F)n2-c2ccccc2)C1,765.6,6.12,13.89,0.29,0.72,16.04
477.87,3.77,CN(C)C(=O)C1c2ncn(-c3ccccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,158.5,6.8,14.23,0.28,3.03,9.53
373.24,3.77,O=C(c1cccc(Cl)c1Cl)N1CCc2c(nnn2-c2ccccc2)C1,4275.6,5.37,14.38,0.29,1.6,10.52
375.22,2.56,O=C(c1cccc(Cl)c1Cl)N1CCc2c(nnn2-c2cnccn2)C1,1327.4,5.88,15.66,0.32,3.32,7.65
437.78,4.66,CC1c2nnn(-c3ncccc3F)c2C=CN1C(=O)c1cccc(C(F)(F)F)c1Cl,154.5,6.81,15.56,0.31,2.15,10.66
406.25,3.7,C[C@@H]1Cc2c(nnn2-c2cc(F)ccn2)CN1C(=O)c1cccc(Cl)c1Cl,10.8,7.97,19.61,0.4,4.27,12.47
421.81,4.09,CC1c2ncn(-c3ncccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,113.0,6.95,16.47,0.33,2.86,10.87
438.81,4.84,C[C@@H]1c2ncn(-c3ccc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,115.0,6.94,15.81,0.32,2.1,13.6
438.81,4.97,CC1c2nnc(-c3ccc(F)cc3)n2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,7450.0,5.13,11.69,0.23,0.16,10.05
387.27,4.3,CC1Cn2c(nnc2-c2ccccc2)CN1C(=O)c1cccc(Cl)c1Cl,1320.0,5.88,15.18,0.31,1.58,11.52
388.26,3.69,C[C@H]1Cn2c(nnc2-c2ccccn2)CN1C(=O)c1cccc(Cl)c1Cl,75.0,7.12,18.35,0.37,3.43,11.15
407.24,3.23,C[C@H]1Cn2c(nnc2-c2ncc(F)cn2)CN1C(=O)c1cccc(Cl)c1Cl,118.0,6.93,17.01,0.35,3.7,9.02
404.35,2.68,C[C@H]1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1ccccc1OC(F)(F)F,11091.8,4.96,12.25,0.23,2.27,5.76
447.85,4.76,O=C(c1cccc(C(F)(F)F)c1Cl)N1[C@H]2CCC[C@@H]1c1nnc(-c3ccccn3)n1C2,11.3,7.95,17.74,0.35,3.19,12.43
372.43,2.94,Cc1nc2c(c(-c3ccn[nH]3)n1)CC(C)N(C(=O)c1ccc(C#N)cc1C)C2,4246.2,5.37,14.42,0.26,2.43,5.45
407.78,3.74,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncnc2-c2ccn[nH]2)C1,76.2,7.12,17.46,0.35,3.38,9.52
389.25,3.09,C[C@H]1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1cccc(Cl)c1Cl,103.0,6.99,17.95,0.37,3.9,9.1
438.81,4.8,C[C@H]1Cn2c(nnc2-c2ccc(F)cc2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,3610.0,5.44,12.4,0.25,0.64,10.67
407.78,3.53,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncn2-c2cnccn2)C1,1782.4,5.75,14.1,0.28,2.22,9.0
415.42,4.09,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@H](C)N(C(=O)c1cccc(C(F)(F)F)c1C)C2,988.6,6.0,14.46,0.27,1.91,8.03
441.87,4.43,Cc1ncsc1-c1nnc2n1C[C@H](C)N(Cc1cccc(C(F)(F)F)c1Cl)C2=O,1303.2,5.88,13.32,0.28,1.45,9.21
464.85,5.51,O=C(c1cccc(C(F)(F)F)c1Cl)N1[C@@H]2CCC[C@H]1c1nnc(-c3ccc(F)cc3)n1C2,2322.7,5.63,12.12,0.24,0.12,11.04
421.81,3.75,Cn1ccc(-c2ncnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)C3)n1,9.9,8.0,18.98,0.38,4.25,12.52
405.81,4.74,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncn2-c2ccccc2)C1,2909.0,5.54,13.64,0.27,0.8,14.52
419.83,5.3,CC1c2ncn(-c3ccccc3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,1321.3,5.88,14.0,0.28,0.58,15.42
477.87,4.85,CCOC(=O)C1c2ncn(-c3ccccc3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,71.0,7.15,14.96,0.3,2.3,11.1
421.81,4.09,CC1c2ncn(-c3ncccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,90.6,7.04,16.7,0.33,2.95,11.02
435.84,4.43,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@@H](C)N(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,10.0,8.0,18.36,0.36,3.57,10.7
424.29,4.21,O=C(c1ccc(Cl)c(F)c1Cl)N1[C@H]2CC[C@@H]1c1nnc(-c3cscn3)n1C2,8912.5,5.05,11.9,0.26,0.84,7.9
338.45,2.89,O=C(NC1(C(=O)NC2CC2)C2CC3CC(C2)CC1C3)c1ccccc1,7700.0,5.11,15.11,0.28,2.22,8.79
478.86,4.24,CCOC(=O)C1c2ncn(-c3ccccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,34.2,7.47,15.59,0.31,3.23,9.66
421.81,4.06,C[C@H]1Cn2c(nnc2-c2cccnc2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,88.0,7.06,16.73,0.33,3.0,11.04
374.23,3.3,O=C(c1cccc(Cl)c1Cl)N1CCn2c(nnc2-c2ccccn2)C1,4430.0,5.35,14.31,0.29,2.05,8.38
406.25,4.07,CC1c2ncnc(-c3ccn[nH]3)c2CCN1C(=O)c1ccc(F)c(Cl)c1Cl,21.0,7.68,18.9,0.39,3.61,10.27
375.22,2.56,O=C(c1cccc(Cl)c1Cl)N1CCc2c(ncnc2-n2nccn2)C1,2483.1,5.61,14.94,0.31,3.05,7.3
465.84,4.9,O=C(c1cccc(C(F)(F)F)c1Cl)N1[C@H]2CCC[C@@H]1c1nnc(-c3ccc(F)cn3)n1C2,14825.2,4.83,10.37,0.21,-0.07,7.56
375.22,2.7,O=C(c1cccc(Cl)c1Cl)N1CCn2c(nnc2-c2cnccn2)C1,3320.0,5.48,14.6,0.3,2.78,7.13
439.83,3.14,CCn1ccc(-n2nnc3c2C[C@H](C)N(C(=O)c2ccnc(C(F)(F)F)c2Cl)C3)n1,12.0,7.92,18.01,0.36,4.78,9.69
421.36,2.51,Cc1c(C(=O)N2Cc3nnn(-c4ncc(F)cn4)c3C[C@@H]2C)ccnc1C(F)(F)F,6199.0,5.21,12.36,0.24,2.7,5.81
420.37,3.11,Cc1c(C(=O)N2Cc3nnn(-c4ncc(F)cn4)c3C[C@@H]2C)cccc1C(F)(F)F,13.0,7.89,18.76,0.36,4.78,10.27
422.8,3.32,C[C@H]1Cc2c(nnn2-c2cnccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,2.1,8.68,20.52,0.41,5.36,11.3
385.83,3.55,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@@H](C)N(C(=O)c1ccc(F)cc1Cl)C2,131.8,6.88,17.83,0.35,3.33,9.2
642.38,7.81,O=C(OCC1c2ncn(-c3ccccc3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl)c1cccc(C(F)(F)F)c1Cl,10069.3,5.0,7.78,0.16,-2.81,7.76
419.83,5.05,Cc1nc2c(n1-c1ccccc1)CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,1531.1,5.82,13.85,0.27,0.76,15.25
438.81,4.84,C[C@@H]1c2ncn(-c3ccc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,115.2,6.94,15.81,0.32,2.1,13.6
438.81,4.84,CC1c2nnn(-c3ccc(F)cc3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,397.2,6.4,14.59,0.29,1.56,12.55
437.81,3.54,COc1ccnc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)C3)c1,132.7,6.88,15.71,0.31,3.34,9.4
407.24,3.26,C[C@H]1c2nnn(-c3cnccn3)c2CCN1C(=O)c1ccc(F)c(Cl)c1Cl,55.2,7.26,17.82,0.37,4.0,9.45
451.84,4.1,COc1ccc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)C3C)nc1,13772.1,4.86,10.76,0.21,0.76,6.65
390.78,2.58,C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1ccc(Cl)cc1F,603.9,6.22,15.91,0.31,3.64,8.1
439.8,4.06,C[C@H]1Cc2c(nnn2-c2ncccc2F)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,4.9,8.31,18.89,0.38,4.25,13.0
387.27,4.33,C[C@H]1c2ncn(-c3ccccn3)c2CCN1C(=O)c1cccc(Cl)c1Cl,1300.2,5.89,15.2,0.31,1.56,11.54
407.24,3.09,C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1cccc(Cl)c1Cl,108.4,6.96,17.1,0.35,3.87,9.07
409.8,4.06,CC1Cc2c(-c3ccn[nH]3)n[nH]c2CN1C(=O)c1cccc(C(F)(F)F)c1Cl,9.5,8.02,19.58,0.39,3.96,10.33
424.79,4.28,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncn2-c2ccc(F)cn2)C1,2488.9,5.6,13.19,0.26,1.32,10.98
436.84,6.19,CC(c1cccc(C(F)(F)F)c1Cl)N1C=Cc2c(ncn2-c2ccc(F)cn2)C1C,588.8,6.23,14.26,0.28,0.04,18.35
399.28,4.23,Nc1nc2c(c(-c3ccccc3)n1)CCN(C(=O)c1cccc(Cl)c1Cl)C2,1967.9,5.71,14.29,0.29,1.48,7.91
424.81,3.78,CC[C@H]1Cn2c(nnc2-c2cc[nH]n2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,5.1,8.29,19.52,0.39,4.51,10.4
438.81,4.8,C[C@H]1Cn2c(nnc2-c2ccc(F)cc2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,14.0,7.85,17.9,0.36,3.05,15.39
439.8,4.06,CC1Cc2c(nnn2-c2cc(F)ccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,7.2,8.14,18.51,0.37,4.08,12.74
407.24,3.09,CC1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1cccc(Cl)c1Cl,113.2,6.95,17.06,0.35,3.86,9.04
424.81,3.43,C[C@H]1c2nnn(-c3ccn(C)n3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,10.2,7.99,18.81,0.38,4.56,11.61
468.87,3.54,COCCn1ccc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)[C@H]3C)n1,3.8,8.42,17.96,0.36,4.88,10.79
411.77,3.69,CC1c2nnn(-c3ncco3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,669.9,6.17,14.99,0.3,2.48,8.01
450.85,4.11,Cc1cc(C)nc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)C3C)n1,12691.1,4.9,10.86,0.22,0.79,6.38
406.34,2.97,CC1c2nnn(-c3cnccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1F,83.2,7.08,17.42,0.33,4.11,9.22
436.83,4.01,CC(c1cccc(C(F)(F)F)c1Cl)N1C(=O)c2nnc(-c3cnccn3)n2C[C@@H]1C,2690.0,5.57,12.75,0.25,1.56,7.25
453.88,4.82,O=C(c1cccc(C(F)(F)F)c1Cl)N1[C@H]2CCC[C@@H]1c1nnc(-c3cscn3)n1C2,2.5,8.6,18.95,0.39,3.78,13.46
463.89,5.25,CC(C)c1nc2c(c(-c3ccn[nH]3)n1)C[C@H](C)N(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,414.0,6.38,13.76,0.27,1.13,8.54
456.26,4.71,C[C@H]1Cn2c(nnc2-c2ccc(Cl)cn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,824.1,6.08,13.33,0.28,1.37,9.52
357.78,2.86,O=C(c1ccc(F)cc1Cl)N1CCc2c(ncnc2-c2ccn[nH]2)C1,3213.7,5.49,15.35,0.3,2.63,7.35
453.83,4.57,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@H](C)N(C(=O)c1ccc(F)c(C(F)(F)F)c1Cl)C2,1224.6,5.91,13.03,0.26,1.34,7.91
402.29,4.07,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@@H](C)N(C(=O)c1cccc(Cl)c1Cl)C2,8.8,8.06,20.02,0.41,3.99,10.77
392.22,3.51,O=C(c1ccc(Cl)c(F)c1Cl)N1CCc2c(ncnc2-c2ccn[nH]2)C1,338.1,6.47,16.5,0.34,2.96,8.65
375.22,2.7,O=C1c2nnc(-c3cnccn3)n2CCN1Cc1cccc(Cl)c1Cl,8669.6,5.06,13.49,0.28,2.36,6.59
467.9,5.13,Cc1ccc(-c2nnc3n2C[C@H]2CCC[C@@H]3N2C(=O)c2ccnc(C(F)(F)F)c2Cl)s1,79.8,7.1,15.17,0.31,1.97,11.11
402.29,4.07,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@@H](C)N(C(=O)c1ccc(Cl)cc1Cl)C2,13.1,7.88,19.59,0.4,3.81,10.54
418.81,4.41,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncnc2-c2ccccn2)C1,5970.4,5.22,12.47,0.25,0.81,8.86
385.83,3.55,Cc1nc2c(c(-c3ccn[nH]3)n1)CC(C)N(C(=O)c1ccc(Cl)cc1F)C2,15.2,7.82,20.26,0.4,4.27,10.46
421.81,4.06,C[C@H]1Cn2c(nnc2-c2ccncc2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,14354.9,4.84,11.48,0.23,0.78,7.58
431.85,5.32,Cc1nc2c(c(-c3ccccc3)n1)CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,4050.4,5.39,12.49,0.25,0.07,11.7
438.81,4.84,CC1c2ncn(-c3ccc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,592.0,6.23,14.19,0.28,1.39,12.21
406.8,4.14,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncn2-c2ccccn2)C1,1207.8,5.92,14.55,0.29,1.78,11.6
421.81,4.09,CC1c2ncn(-c3cnccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,125.9,6.9,16.36,0.32,2.81,10.8
406.25,4.07,C[C@H]1c2ncnc(-c3ccn[nH]3)c2CCN1C(=O)c1ccc(Cl)c(F)c1Cl,1004.6,6.0,14.76,0.3,1.93,8.02
417.82,5.01,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(ncnc2-c2ccccc2)C1,1270.6,5.9,14.11,0.28,0.89,12.79
420.82,4.7,C[C@@H]1c2ncn(-c3ccccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,116.0,6.94,16.48,0.33,2.24,13.59
448.84,4.16,O=C(c1cccc(C(F)(F)F)c1Cl)N1C2CCCC1c1nnc(-c3ncccn3)n1C2,4.5,8.35,18.6,0.37,4.19,10.87
422.8,3.45,C[C@H]1Cn2c(nnc2-c2ccncn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,14321.9,4.84,11.46,0.23,1.39,6.31
369.38,3.04,Cc1nc2c(c(-c3ccn[nH]3)n1)C[C@H](C)N(C(=O)c1ccc(F)cc1F)C2,101.4,6.99,18.93,0.35,3.95,9.35
405.26,4.44,CC1Cn2c(nnc2-c2ccc(F)cc2)CN1C(=O)c1cccc(Cl)c1Cl,1230.0,5.91,14.58,0.3,1.47,11.58
438.81,4.8,CC1Cn2c(nnc2-c2ccc(F)cc2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,160.0,6.8,15.49,0.31,2.0,13.32
406.25,3.83,C[C@H]1Cn2c(nnc2-c2ccc(F)cn2)CN1C(=O)c1cccc(Cl)c1Cl,83.0,7.08,17.43,0.36,3.25,11.08
436.83,3.78,O=C1c2nnc(-c3cc[nH]n3)n2CC(C2CC2)N1Cc1cccc(C(F)(F)F)c1Cl,11.8,7.93,18.15,0.36,4.15,9.95
404.37,4.18,CC1c2ncn(-c3ccccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1F,453.9,6.34,15.69,0.3,2.16,12.43
446.29,3.27,CCOC(=O)C1c2ncn(-c3cnccn3)c2CCN1C(=O)c1cccc(Cl)c1Cl,2070.1,5.68,12.74,0.26,2.41,6.3
367.84,3.42,Cc1nc2c(c(-c3ccn[nH]3)n1)CC(C)N(C(=O)c1ccc(Cl)cc1)C2,1845.0,5.73,15.59,0.3,2.31,7.67
270.38,3.51,C=C1C2(C(=O)NNc3ccccc3)CCC(C2)C1(C)C,50.12,7.3,27.0,0.5,3.79,17.75
321.42,3.89,O=C(NNc1cccc2ncccc12)C12CC3CC(CC(C3)C1)C2,39.81,7.4,23.02,0.42,3.51,13.7
440.79,3.59,C[C@H]1Cn2c(nnc2-c2ncc(F)cn2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,174.6,6.76,15.33,0.31,3.17,8.8
434.81,3.77,O=C(c1cccc(C(F)(F)F)c1Cl)N1[C@H]2CC[C@@H]1c1nnc(-c3ncccn3)n1C2,252.9,6.6,15.17,0.3,2.83,8.59
419.79,4.52,CC1c2ncn(-c3cnccn3)c2C=CN1C(=O)c1cccc(C(F)(F)F)c1Cl,398.1,6.4,15.25,0.3,1.88,10.01
407.78,3.53,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(nnn2-c2ccccn2)C1,1086.4,5.96,14.63,0.29,2.43,9.33
426.76,3.07,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(nnn2-c2ncc(F)cn2)C1,2443.4,5.61,13.15,0.26,2.54,7.31
396.76,2.86,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(nnn2-c2ccn[nH]2)C1,184.5,6.73,16.97,0.34,3.87,8.45
439.8,4.23,CC1c2nnn(-c3ccc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,397.2,6.4,14.55,0.29,2.17,10.02
422.8,3.49,C[C@H]1c2nnn(-c3cnccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,9.1,8.04,19.02,0.38,4.55,10.47
439.8,4.23,CC1c2nnn(-c3ncccc3F)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,187.1,6.73,15.3,0.31,2.5,10.53
408.77,2.93,O=C(c1cccc(C(F)(F)F)c1Cl)N1CCc2c(nnn2-c2cnccn2)C1,1492.8,5.83,14.25,0.28,2.9,7.59
425.23,3.23,C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1ccc(F)c(Cl)c1Cl,1.9,8.72,20.51,0.43,5.49,11.36
454.82,3.94,Cc1nc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)C3C)ncc1F,89.5,7.05,15.5,0.31,3.11,9.18
